Protein_ID (FAMeDB)	Protein name (as in reference)	Protein description	Protein names (Uniprot)	Acc.No.	locus tag (alternative e.g. not in uniprot)	InterPro	InterPro description	EC number (eggNOG)	Ortholog_Cluster_(similarity_of_domain_composition)	KEGG_ko_kofam	KEGG_ko_koala	Organism	Organism (ID)	Taxonomic lineage (Ids)	References (DOI ID)
Q4W9H3	GdoG	Gentisate 1,2-dioxygenase (evidence limited to its presence in a gene cluster)	Gentisate 1,2-dioxygenase, putative (EC 1.13.11.-)	Q4W9H3	Afu4g01520	IPR014710; IPR011051; IPR047183; IPR013096	RmlC-like jelly roll fold; RmlC-like cupin domain superfamily; Gentisate 1,2-dioxygenase-like; Cupin 2, conserved barrel	1.13.11.4	11	K00450	K00450	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	330879	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720872, 746128	
G8BL06	CPAR2_704360	Maleylpyruvate isomerase, putative	GFA domain-containing protein	G8BL06	CPAR2_704360	IPR006913; IPR011057	CENP-V/GFA domain; Mss4-like superfamily	N/A	28	N/A	N/A	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) (Yeast) (Monilia parapsilosis)	578454	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5480	
G8BL07	CPAR2_704370	Gentisate catabolism cluster-specific transcription factor	Zn(2)-C6 fungal-type domain-containing protein	G8BL07	CPAR2_704370	IPR051127; IPR001138; IPR036864; IPR007219	Fungal Secondary Metabolite Regulators; Zn(2)Cys(6) fungal-type DNA-binding domain; Zn(2)-C6 fungal-type DNA-binding domain superfamily; Xylanolytic transcriptional activator, regulatory domain	N/A	54	N/A	N/A	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) (Yeast) (Monilia parapsilosis)	578454	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5480	
G8BL05	FPH1	3-Fumarylpyruvate hydrolase	FAA_hydrolase domain-containing protein	G8BL05	CPAR2_704350	IPR036663; IPR011234	Fumarylacetoacetase-like, C-terminal domain superfamily; Fumarylacetoacetase-like, C-terminal	N/A	13	N/A	N/A	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) (Yeast) (Monilia parapsilosis)	578454	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5480	
G8BL04	GDX1	Gentisate 1,2-dioxygenase	Cupin_2 domain-containing protein	G8BL04	CPAR2_704340	IPR047183; IPR013096; IPR011051; IPR014710	Gentisate 1,2-dioxygenase-like; Cupin 2, conserved barrel; RmlC-like cupin domain superfamily; RmlC-like jelly roll fold	1.13.11.4	11	K00450	K00450	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) (Yeast) (Monilia parapsilosis)	578454	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5480	
G8BL03	HBT1	Major facilitator superfamily (MFS) (gentisate cluster)	MFS domain-containing protein	G8BL03	CPAR2_704330	IPR036259; IPR020846; IPR011701	MFS transporter superfamily; Major facilitator superfamily domain; Major facilitator superfamily	N/A	43	N/A	N/A	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) (Yeast) (Monilia parapsilosis)	578454	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5480	
A0AAD7UY59	O0I10_009696	Gentisate 1,2-dioxygenase (evidence limited to its presence in a gene cluster)	Cupin type-2 domain-containing protein	A0AAD7UY59		IPR014710; IPR047183; IPR011051; IPR013096	RmlC-like jelly roll fold; Gentisate 1,2-dioxygenase-like; RmlC-like cupin domain superfamily; Cupin 2, conserved barrel	1.13.11.4	11	K00450	K00450	Lichtheimia ornata	688661	131567, 2759, 33154, 4751, 112252, 1913637, 451507, 2212703, 4827, 499202, 688353	
A0AAD7UWE2	O0I10_009693	Fumarylpyruvate hydrolase (evidence limited to its presence in a gene cluster)	Fumarylacetoacetase-like C-terminal domain-containing protein	A0AAD7UWE2		IPR011234; IPR036663	Fumarylacetoacetase-like, C-terminal; Fumarylacetoacetase-like, C-terminal domain superfamily	N/A	13	N/A	N/A	Lichtheimia ornata	688661	131567, 2759, 33154, 4751, 112252, 1913637, 451507, 2212703, 4827, 499202, 688353	
A0AAD7UYY2	O0I10_009692	Maleylpyruvate isomerase, putative (evidence limited to its presence in a gene cluster)	CENP-V/GFA domain-containing protein	A0AAD7UYY2		IPR006913; IPR011057	CENP-V/GFA domain; Mss4-like superfamily	N/A	28	N/A	N/A	Lichtheimia ornata	688661	131567, 2759, 33154, 4751, 112252, 1913637, 451507, 2212703, 4827, 499202, 688353	
A0A1Y2APV2	BCR39DRAFT_546402	Gentisate 1,2-dioxygenase (evidence limited to its presence in a gene cluster)	RmlC-like cupin domain-containing protein	A0A1Y2APV2		IPR013096; IPR011051; IPR014710; IPR047183	Cupin 2, conserved barrel; RmlC-like cupin domain superfamily; RmlC-like jelly roll fold; Gentisate 1,2-dioxygenase-like	1.13.11.4	11	K00450	K00450	Naematelia encephala	71784	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155616, 5234, 1910785, 1910899	
A0A1Y2AQH5	BCR39DRAFT_546370	Fumarylpyruvate hydrolase (evidence limited to its presence in a gene cluster)	Fumarylacetoacetase-like C-terminal domain-containing protein	A0A1Y2AQH5		IPR036663; IPR011234	Fumarylacetoacetase-like, C-terminal domain superfamily; Fumarylacetoacetase-like, C-terminal	N/A	13	N/A	N/A	Naematelia encephala	71784	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155616, 5234, 1910785, 1910899	
A0A084GG46	SAPIO_CDS0603	Gentisate 1,2-dioxygenase (gentisate gene cluster)	Cupin type-2 domain-containing protein	A0A084GG46		IPR047183; IPR014710; IPR011051; IPR013096	Gentisate 1,2-dioxygenase-like; RmlC-like jelly roll fold; RmlC-like cupin domain superfamily; Cupin 2, conserved barrel	1.13.11.4	11	K00450	K00450	Scedosporium apiospermum (Pseudallescheria apiosperma)	563466	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5592, 5593, 41687	
A0A084GG48	SAPIO_CDS0605	Fumarylpyruvate hydrolase (gentisate gene cluster)	Fumarylacetoacetase-like C-terminal domain-containing protein	A0A084GG48		IPR036663; IPR011234	Fumarylacetoacetase-like, C-terminal domain superfamily; Fumarylacetoacetase-like, C-terminal	N/A	13	N/A	N/A	Scedosporium apiospermum (Pseudallescheria apiosperma)	563466	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5592, 5593, 41687	
Q4WHT9	HmgA_Aspfu	Homogentisate 1,2-dioxygenase hmgA (EC 1.13.11.5) (Homogentisate oxygenase hmgA) (Homogentisic acid oxidase hmgA) (Homogentisicase hmgA) (L-tyrosine degradation gene cluster protein hmgA) (Pyomelanin biosynthesis cluster protein hmgA)	Homogentisate 1,2-dioxygenase hmgA (EC 1.13.11.5) (Homogentisate oxygenase hmgA) (Homogentisic acid oxidase hmgA) (Homogentisicase hmgA) (L-tyrosine degradation gene cluster protein hmgA) (Pyomelanin biosynthesis cluster protein hmgA)	Q4WHT9		IPR005708; IPR011051; IPR014710; IPR046452; IPR046451	Homogentisate 1,2-dioxygenase; RmlC-like cupin domain superfamily; RmlC-like jelly roll fold; Homogentisate 1,2-dioxygenase, N-terminal domain; Homogentisate 1,2-dioxygenase, C-terminal domain	1.13.11.5	57	K00451	K00451	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	330879	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720872, 746128	
Q00770	FahA	Fumarylacetoacetase (EC 3.7.1.2)	Fumarylacetoacetase (FAA) (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase)	Q00770	AN1896	IPR015377; IPR005959; IPR036462; IPR036663; IPR011234	Fumarylacetoacetase, N-terminal; Fumarylacetoacetase; Fumarylacetoacetase, N-terminal domain superfamily; Fumarylacetoacetase-like, C-terminal domain superfamily; Fumarylacetoacetase-like, C-terminal	3.7.1.2	55	K01555	K01555	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720870, 162425	
Q00667	HmgA	Homogentisate 1,2-dioxygenase (EC 1.13.11.5)	Homogentisate 1,2-dioxygenase (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)	Q00667	AN1897	IPR011051; IPR046452; IPR046451; IPR005708; IPR014710	RmlC-like cupin domain superfamily; Homogentisate 1,2-dioxygenase, N-terminal domain; Homogentisate 1,2-dioxygenase, C-terminal domain; Homogentisate 1,2-dioxygenase; RmlC-like jelly roll fold	1.13.11.5	57	K00451	K00451	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720870, 162425	
O43123	MaiA	Maleylacetoacetate isomerase (EC 5.2.1.2)	Maleylacetoacetate isomerase (MAAI) (EC 5.2.1.2)	O43123	AN1895	IPR005955; IPR004045; IPR034333; IPR034330; IPR010987; IPR036282; IPR036249; IPR040079	Glutathione S-transferases, class Zeta; Glutathione S-transferase, N-terminal; Glutathione S-transferases, class Zeta , N-terminal; Glutathione S-transferases, class Zeta , C-terminal; Glutathione S-transferase, C-terminal-like; Glutathione S-transferase, C-terminal domain superfamily; Thioredoxin-like superfamily; Glutathione transferase family	5.2.1.2	63	K01800; K00799	K01800	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720870, 162425	
I2G5G3	UHOR_02141	Homogentisate 1,2-dioxygenase (EC 1.13.11.5) (evidence limited to its presence in a gene cluster)	homogentisate 1,2-dioxygenase (EC 1.13.11.5)	I2G5G3		IPR046451; IPR005708; IPR014710; IPR046452; IPR011051	Homogentisate 1,2-dioxygenase, C-terminal domain; Homogentisate 1,2-dioxygenase; RmlC-like jelly roll fold; Homogentisate 1,2-dioxygenase, N-terminal domain; RmlC-like cupin domain superfamily	1.13.11.5	57	K00451	K00451	Ustilago hordei (Barley covered smut fungus)	120017	131567, 2759, 33154, 4751, 451864, 5204, 452284, 5257, 5267, 5268, 5269	
I2G5F9	UHOR_02135	Fumarylacetoacetase (EC 3.7.1.2) (evidence limited to its presence in a gene cluster)	Fumarylacetoacetase (EC 3.7.1.2) (Fumarylacetoacetate hydrolase)	I2G5F9		IPR005959; IPR036462; IPR036663; IPR011234; IPR015377	Fumarylacetoacetase; Fumarylacetoacetase, N-terminal domain superfamily; Fumarylacetoacetase-like, C-terminal domain superfamily; Fumarylacetoacetase-like, C-terminal; Fumarylacetoacetase, N-terminal	3.7.1.2	55	K01555	K01555	Ustilago hordei (Barley covered smut fungus)	120017	131567, 2759, 33154, 4751, 451864, 5204, 452284, 5257, 5267, 5268, 5269	
NRRL3_10111	MhdA	Methoxyhydroquinone 1,2-dioxygenase		N/A		IPR014710; IPR005708; IPR046451; IPR046452; IPR011051	RmlC-like jelly roll fold; Homogentisate 1,2-dioxygenase; Homogentisate 1,2-dioxygenase, C-terminal domain; Homogentisate 1,2-dioxygenase, N-terminal domain; RmlC-like cupin domain superfamily	1.13.11.5	57	K00451	K00451	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	
NRRL3_04956	NRRL3_04956	6-Methoxy-4,6-dioxohexa-2-enoic acid reductase, putative (same as maleylacetate redutase)		N/A		IPR016435; IPR001670; IPR056798; IPR034786; IPR039697	Diphthamide synthesis DPH1/DPH2; Alcohol dehydrogenase, iron-type/glycerol dehydrogenase GldA; Fe-containing alcohol dehydrogenase-like, C-terminal; Maleylacetate reductase; Iron-type alcohol dehydrogenase-like	N/A	5	K00217	N/A	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	
NRRL3_10110	OmeA	4-Oxo-monomethyl adipate esterase		N/A		IPR029058; IPR002018; IPR019826	Alpha/Beta hydrolase fold; Carboxylesterase, type B; Carboxylesterase type B, active site	N/A	118	N/A	N/A	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	
Phchr4_2_6344326	PcHGD1	Methoxyhydroquinone 1,2-dioxygenase PcHGD1		N/A		IPR005708; IPR011051; IPR046452; IPR014710; IPR046451	Homogentisate 1,2-dioxygenase; RmlC-like cupin domain superfamily; Homogentisate 1,2-dioxygenase, N-terminal domain; RmlC-like jelly roll fold; Homogentisate 1,2-dioxygenase, C-terminal domain	1.13.11.5	57	K00451	K00451	Phanerodontia chrysosporium RP-78 (Phanerochaete chrysosporium)	273507	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 5303, 396331, 2492674, 2822231, 273507	
Phchr4_2_6344291	PcHGD2	Methoxyhydroquinone 1,2-dioxygenase PcHGD2		N/A		IPR014710; IPR005708; IPR046452; IPR046451; IPR011051	RmlC-like jelly roll fold; Homogentisate 1,2-dioxygenase; Homogentisate 1,2-dioxygenase, N-terminal domain; Homogentisate 1,2-dioxygenase, C-terminal domain; RmlC-like cupin domain superfamily	1.13.11.5	57	K00451	K00451	Phanerodontia chrysosporium RP-78 (Phanerochaete chrysosporium)	273507	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 5303, 396331, 2492674, 2822231, 273507	
Q5AYW2	HxnM	3-Hydroxypiperidine-2,6-dione cyclic imide hydrolase	Polysaccharide deacetylase family protein (AFU_orthologue AFUA_6G05030)	Q5AYW2	AN6518	IPR037950; IPR002509; IPR011330	Peptidoglycan deacetylase PgdA-like; NodB homology domain; Glycoside hydrolase/deacetylase, beta/alpha-barrel	N/A	103	K22278	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5476	
C8V0K0	HxnN	Alpha-hydroxyglutaramate amide hydrolase hxnN (Nicotinate catabolism cluster protein hxnN)	Amidase (Eurofung)	C8V0K0	AN10833	IPR036928; IPR023631	Amidase signature (AS) superfamily; Amidase signature domain	3.5.1.4	38	K01426	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720870, 162425	
C8VJW1	HxnP	Major facilitator-type transporter hxnP (Nicotinate catabolism cluster protein hxnP)	Major facilitator-type transporter hxnP (Nicotinate catabolism cluster protein hxnP)	C8VJW1	AN11189	IPR036259; IPR011701; IPR020846	MFS transporter superfamily; Major facilitator superfamily; Major facilitator superfamily domain	N/A	43	K08192	K08192	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720870, 162425	
C8VJW0	HxnR	Nicotinate catabolism cluster-specific transcription factor hxnR	Nicotinate catabolism cluster-specific transcription factor	C8VJW0	AN11197	IPR013087; IPR051059; IPR036236; IPR007219	Zinc finger C2H2-type; Transcription factor verF-like; Zinc finger C2H2 superfamily; Xylanolytic transcriptional activator, regulatory domain	N/A	42	N/A	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720870, 162425	
A0A1U8QNG8	HxnS	Nicotinate hydroxylase hnxS (EC 1.-.-.-) (Nicotinate catabolism cluster protein hxnS)	Nicotinate hydroxylase hnxS (EC 1.-.-.-) (Nicotinate catabolism cluster protein hxnS) (Purine hydroxylase II) (PHII) (Xanthine dehydrogenase II)	A0A1U8QNG8	AN9178	IPR008274; IPR016208; IPR037165; IPR016167; IPR005107; IPR036683; IPR036318; IPR036884; IPR016166; IPR002346; IPR000674; IPR002888; IPR036856; IPR046867; IPR016169; IPR012675; IPR036010	Aldehyde oxidase/xanthine dehydrogenase, first molybdopterin binding domain; Aldehyde oxidase/xanthine dehydrogenase-like; Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding domain superfamily; FAD-binding, type PCMH, subdomain 1; CO dehydrogenase flavoprotein, C-terminal; CO dehydrogenase flavoprotein, C-terminal domain superfamily; FAD-binding, type PCMH-like superfamily; [2Fe-2S]-binding domain superfamily; FAD-binding domain, PCMH-type; Molybdopterin dehydrogenase, FAD-binding; Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead; [2Fe-2S]-binding; Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead superfamily; Aldehyde oxidase/xanthine dehydrogenase, second molybdopterin binding domain; FAD-binding, type PCMH, subdomain 2; Beta-grasp domain superfamily; 2Fe-2S ferredoxin-like superfamily	1.17.1.4,1.17.3.2	20	N/A	K00106	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720870, 162425	
A0A1U8QTA2	HxnT	Flavin oxidoreductase hxnT (EC 1.-.-.-) (Nicotinate catabolism cluster protein hxnT)	Flavin oxidoreductase hxnT (EC 1.-.-.-) (Nicotinate catabolism cluster protein hxnS)	A0A1U8QTA2	AN9177	IPR001155; IPR045247; IPR013785	NADH:flavin oxidoreductase/NADH oxidase, N-terminal; Oxidoreductase Oye-like; Aldolase-type TIM barrel	1.6.99.1	21	N/A	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720870, 162425	
C8VK33	HxnV	2,5-Dihydroxypyridine monooxygenase HxnV	FAD-binding domain-containing protein	C8VK33	AN11187	IPR012941; IPR036188; IPR002938; IPR038220; IPR050641; IPR036249	Phenol hydroxylase-like, C-terminal dimerisation domain; FAD/NAD(P)-binding domain superfamily; FAD-binding domain; Phenol hydroxylase, C-terminal TRX-fold domain superfamily; Rifampicin monooxygenase-like; Thioredoxin-like superfamily	N/A	7	K03380	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720870, 162425	
C8VK32	HxnW	5,6-Dihydroxypiperidine-2-one ketoreductase HxnW (Nicotinate catabolism cluster protein hxnW)	Uncharacterized protein	C8VK32	AN11172 	IPR002347; IPR020904; IPR036291	Short-chain dehydrogenase/reductase SDR; Short-chain dehydrogenase/reductase, conserved site; NAD(P)-binding domain superfamily	N/A	45	N/A	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720870, 162425	
Q5ARB9	HxnX	Peroxisomal 6-hydroxynicotinic acid monooxygenase hxnX	FAD-binding domain-containing protein	Q5ARB9	AN9161	IPR002938; IPR036188; IPR050493	FAD-binding domain; FAD/NAD(P)-binding domain superfamily; FAD-dependent Monooxygenases in Biosynthesis and Metabolism	1.14.13.1	12	N/A	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5476	
C8VK14	HxnY	2-Oxoglutarate-Fe(II) type oxidoreductase hxnY (EC 1.14.11.-) (Nicotinate catabolism cluster protein hxnY)	2-oxoglutarate-Fe(II) type oxidoreductase hxnY (EC 1.14.11.-) (Nicotinate catabolism cluster protein hxnY)	C8VK14	AN11188	IPR044861; IPR027443; IPR005123; IPR026992; IPR050231	Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain; Isopenicillin N synthase-like superfamily; Oxoglutarate/iron-dependent dioxygenase domain; Non-haem dioxygenase, N-terminal domain; Iron/ascorbate-dependent oxidoreductase	N/A	44	N/A	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720870, 162425	
C8VK15	HxnZ	Major facilitator-type transporter hxnZ (Nicotinate catabolism cluster protein hxnZ)	Major facilitator-type transporter hxnZ (Nicotinate catabolism cluster protein hxnZ)	C8VK15	AN11196	IPR036259; IPR011701; IPR020846	MFS transporter superfamily; Major facilitator superfamily; Major facilitator superfamily domain	N/A	43	N/A	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720870, 162425	
P53322	TNA1	High-affinity nicotinic acid transporter (Nicotinic acid permease)	High-affinity nicotinic acid transporter (Nicotinic acid permease)	P53322		IPR036259; IPR011701	MFS transporter superfamily; Major facilitator superfamily	N/A	43	K08192	K08192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 4893, 4930, 4932	
I1RAG2	FgPhm1	Phenol-2-monooxygenase 1 (ROS generation and oxidative process tolerance)	Chromosome 1, complete genome	I1RAG2	FGSG_00489	IPR050641; IPR012941; IPR002938; IPR036249; IPR036188; IPR038220	Rifampicin monooxygenase-like; Phenol hydroxylase-like, C-terminal dimerisation domain; FAD-binding domain; Thioredoxin-like superfamily; FAD/NAD(P)-binding domain superfamily; Phenol hydroxylase, C-terminal TRX-fold domain superfamily	N/A	7	K03380	N/A	Fusarium graminearum (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus)	229533	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5125, 110618, 5506, 569360, 5518	
